Cluster ID,confidence_score,UUID,super_book_code,primary_author_name,full_book_title,stated_publication_years,illegal_date,canonical_UUID,canonical_super_book_code,canonical_primary_author_name,canonical_full_book_title,canonical_stated_publication_years,canonical_illegal_date
7613,,NA,zspbk0013804,NA,Arrêts et règlements notables du parlement de Paris,NA,NA,,,,,,
7614,,NA,zspbk0013805,NA,Eleve de la raison et de la religion,NA,NA,,,,,,
7615,,NA,zspbk0013806,NA,"Histoire des Perruques, où l'on fait voir leur origine, leur usage, leur forme, l'abus et l'irregularité de celles des Ecclésiastiques",NA,NA,,,,,,
7616,,NA,zspbk0013807,NA,Massillon [unidentified work],NA,NA,,,,,,
7617,,NA,zspbk0013808,NA,"Dissertation sur les vacances des benefices par devolut : sur celles par mort, & leur difference sur la possession & l'intrusion",NA,NA,,,,,,
7618,,NA,zspbk0013809,NA,"Institutes feodales, ou Manuel des fiefs et censives, et droits en dependans",NA,NA,,,,,,
207,0.25209507,NA,zspbk0013810,NA,Malheurs (les) de l'amour,NA,NA,b'',b'zspbk0011937',b'',"b""Malheurs (Les) de l'amour""",b'',b''
7619,,NA,zspbk0013811,NA,Code de la raison,NA,NA,,,,,,
7620,,NA,zspbk0013812,NA,"Nova et methodica juris civilis tractatio,",NA,NA,,,,,,
7621,,NA,zspbk0013813,NA,Ordonnance du Louvre,NA,NA,,,,,,
7622,,NA,zspbk0013814,NA,Esprit de Marivaux,NA,NA,,,,,,
7623,,NA,zspbk0013815,NA,Ingénieur (l') françois,NA,NA,,,,,,
7624,,NA,zspbk0013816,NA,Explications des Ordonnances,NA,NA,,,,,,
7625,,NA,zspbk0013817,NA,Nouvelles ordonnances de la marechaussée,NA,NA,,,,,,
7626,,NA,zspbk0013818,NA,Oeuvres de Mongrif,NA,NA,,,,,,
240,0.19602452,NA,zspbk0013819,NA,Ordonnance de la ville,NA,NA,b'',b'zspbk0013819',b'',b'Ordonnance de la ville',b'',b''
7627,,NA,zspbk0013820,NA,Privileges d'Angers,NA,NA,,,,,,
7628,,NA,zspbk0013821,NA,Histoire (l') de france par demande et réponse,NA,NA,,,,,,
7629,,NA,zspbk0013822,NA,Reformation des Eaux et forets,NA,NA,,,,,,
7630,,NA,zspbk0013823,NA,Traite de la jauge,NA,NA,,,,,,
7631,,NA,zspbk0013824,NA,Traité de la connoissance des droits et des domaines du Roy et de ceux des seigneurs particuliers qui relèvent médiatement ou immédiatement de Sa Majesté,NA,NA,,,,,,
7632,,NA,zspbk0013825,NA,Traité des scelles,NA,NA,,,,,,
7633,,NA,zspbk0013826,NA,Armorial general de France,NA,NA,,,,,,
7634,,NA,zspbk0013827,NA,Theatre de Danchet,NA,NA,,,,,,
7635,,NA,zspbk0013828,NA,Traité de Phisiologie,NA,NA,,,,,,
238,0.2829182,NA,zspbk0013829,NA,Songes philosophiques,NA,NA,b'',b'zspbk0013684',b'',b'Songes philosophiques',b'',b''
7636,,NA,zspbk0013830,NA,Exercices spirituels pour les confre?res et soeurs de la confrerie du tre?s-saint sacrement,NA,NA,,,,,,
7637,,NA,zspbk0013831,NA,Mémoire sur les tarifs,NA,NA,,,,,,
7638,,NA,zspbk0013832,NA,Histoire philosophique de l'homme,NA,NA,,,,,,
7639,,NA,zspbk0013833,NA,Essai d'une histoire de la paroisse de Saint Jacques de la Boucherie,NA,NA,,,,,,
7640,,NA,zspbk0013834,NA,Code des Chasses,NA,NA,,,,,,
7641,,NA,zspbk0013835,NA,Code des Commensaux,NA,NA,,,,,,
7642,,NA,zspbk0013836,NA,Nouveau code des cure?s,NA,NA,,,,,,
7643,,NA,zspbk0013837,NA,Code Louis XV,NA,NA,,,,,,
7644,,NA,zspbk0013838,NA,Poeme de Guillaume de Nassau,NA,NA,,,,,,
7645,,NA,zspbk0013839,NA,Journal de Louis XV,NA,NA,,,,,,
7646,,NA,zspbk0013840,NA,"Lettre de M.L'Abbé d'A***, à une demoiselle de condition : au sujet de la politesse & des devoirs des jeunes personnes de son sexe ; suite du livre des enfans",NA,NA,,,,,,
7647,,NA,zspbk0013841,NA,"Prophe?ties perpetuelles, tre?s-curieuses et tre?s-certaines de Thomas-Joseph Moult, natif de Naples trad. de l'italien en franc?ois ; Qui auront cours pour l'an 1269, & qui dureront jusqu'a? la fin des sie?cles. Faites a? Saint-Denys en France 1268",NA,NA,,,,,,
7648,,NA,zspbk0013842,NA,Meilleures Etrennes,NA,NA,,,,,,
7649,,NA,zspbk0013843,NA,Loix forestie?res de France,NA,NA,,,,,,
7650,,NA,zspbk0013844,NA,Memorial des Gabelles,NA,NA,,,,,,
7651,,NA,zspbk0013845,NA,Traité des elections,NA,NA,,,,,,
241,0.25436681509017944,NA,zspbk0013846,NA,Traité de hypotheques,NA,NA,b'',b'zspbk0013846',b'',b'Trait\xc3\xa9 de hypotheques',b'',b''
241,0.25436681509017944,NA,zspbk0013847,NA,Traité de hypotheques,NA,NA,b'',b'zspbk0013846',b'',b'Trait\xc3\xa9 de hypotheques',b'',b''
241,0.22581541538238525,NA,zspbk0013848,NA,Traité des hypotheques,NA,NA,b'',b'zspbk0013846',b'',b'Trait\xc3\xa9 de hypotheques',b'',b''
7652,,NA,zspbk0013849,NA,praticien (le) des juges consuls ou traite? de commerce de terre et de mer,NA,NA,,,,,,
7653,,NA,zspbk0013850,NA,Memorial des tailles,NA,NA,,,,,,
7654,,NA,zspbk0013851,NA,Nouveau Reglemens pour l'administration de la justice,NA,NA,,,,,,
7655,,NA,zspbk0013852,NA,Abregé méthode des eaux et forets,NA,NA,,,,,,
7656,,NA,zspbk0013853,NA,"Confe?rences des ordonnances de Louis XIV avec les anciennes ordonnances du royaume, le droit e?crit & les arre?ts",NA,NA,,,,,,
7657,,NA,zspbk0013854,NA,Ordonnance des Aydes de Mermandie,NA,NA,,,,,,
7658,,NA,zspbk0013855,NA,De la manière de poursuivre des crimes dans les différents tribunaux du royaume avec les loix criminelles depuis 1256 Jusqu'a? pre?sent,NA,NA,,,,,,
7659,,NA,zspbk0013856,NA,"Prières des saluts qui se chantent en la paroisse S. Jacques de la Boucherie, les dimanches, les jeudis et les fe?tes sollennelles",NA,NA,,,,,,
7660,,NA,zspbk0013857,NA,Traité général des droits d'aydes,NA,NA,,,,,,
7661,,NA,zspbk0013858,NA,Code des tailles,NA,NA,,,,,,
7662,,NA,zspbk0013859,NA,Dictionnaire des Aydes,NA,NA,,,,,,
7663,,NA,zspbk0013860,NA,Jurisprudence civile,NA,NA,,,,,,
7664,,NA,zspbk0013861,NA,"Code municipal: ou, Analyse de reglemens concernant les officiers municipaux",NA,NA,,,,,,
7665,,NA,zspbk0013862,NA,code noir (le) ou recueil des reglemens rendus jusqu'a? pre?sent,NA,NA,,,,,,
7666,,NA,zspbk0013863,NA,Code Voiturin,NA,NA,,,,,,
7667,,NA,zspbk0013864,NA,Code de la Voyerie,NA,NA,,,,,,
7668,,NA,zspbk0013865,NA,Essai sur les principes des finances,NA,NA,,,,,,
7669,,NA,zspbk0013866,NA,Instruction sur la perception des Droits du Domaine du roi,NA,NA,,,,,,
7670,,NA,zspbk0013867,NA,Instruction des Gardes des Eaux et Forets,NA,NA,,,,,,
7671,,NA,zspbk0013868,NA,"Code des terriers : ou, Principes sur les matieres féodales",NA,NA,,,,,,
7672,,NA,zspbk0013869,NA,Maximes générales sur les droits domaniaux et seigneuriaux,NA,NA,,,,,,
7673,,NA,zspbk0013870,NA,"Maximes sur les insinuations des donations, publications des substitutions et sur les insinuations ecclésiastiques",NA,NA,,,,,,
7674,,NA,zspbk0013871,NA,Ordonnances pour l'administration des troupes,NA,NA,,,,,,
7675,,NA,zspbk0013872,NA,Ordonnances des arsenaux de Marine,NA,NA,,,,,,
7676,,NA,zspbk0013873,NA,Conférence de l'ordonnance de Louis XIV du mois d'août 1669 sur le fait des eaux et forests,NA,NA,,,,,,
7677,,NA,zspbk0013874,NA,"Ordonnance de la marine, du mois d'aou?t 1681",NA,NA,,,,,,
7678,,NA,zspbk0013875,NA,Ordonnances des places,NA,NA,,,,,,
240,0.19602452,NA,zspbk0013876,NA,Ordonnance de la [Ville],NA,NA,b'',b'zspbk0013819',b'',b'Ordonnance de la ville',b'',b''
7679,,NA,zspbk0013877,NA,"Traité et tarif général du toisé des bois de charpente, quarres et mi-plats",NA,NA,,,,,,
7680,,NA,zspbk0013878,NA,Stiles des huissiers,NA,NA,,,,,,
7681,,NA,zspbk0013879,NA,Recueil des reglemens concernant le controle des exploits et saisies nobiliaires,NA,NA,,,,,,
7682,,NA,zspbk0013880,NA,Reglemens du Conseil,NA,NA,,,,,,
7683,,NA,zspbk0013881,NA,"Edits, ordonnances, arre?ts et re?glemens sur le faict des mines et minie?res de France",NA,NA,,,,,,
7684,,NA,zspbk0013882,NA,Principes de la Coutume de Paris de Langlois,NA,NA,,,,,,
7685,,NA,zspbk0013883,NA,Proces verbal des ordonnances,NA,NA,,,,,,
7686,,NA,zspbk0013884,NA,Ame des bêtes,NA,NA,,,,,,
7687,,NA,zspbk0013885,NA,Boileau [unidentified work],NA,NA,,,,,,
7688,,NA,zspbk0013886,NA,Dona Olimpia,NA,NA,,,,,,
7689,,NA,zspbk0013887,NA,"Nouvel abre?ge? de l'histoire de France, a? l'usage des jeunes gens",NA,NA,,,,,,
213,0.24474676,NA,zspbk0013888,NA,Histoire du paraguay,NA,NA,b'',b'zspbk0012366',b'',b'Histoire du Paraguay',b'',b''
7690,,NA,zspbk0013889,NA,Hero et Leandre,NA,NA,,,,,,
7691,,NA,zspbk0013890,NA,Chef d'oeuvres (les) de M. Sauvages,NA,NA,,,,,,
7692,,NA,zspbk0013891,NA,Voyage à la Louisiane,NA,NA,,,,,,
7693,,NA,zspbk0013892,NA,sauvage (le) de Taïti aux Franc?ais; avec un Envoi au philosophe ami des sauvages,NA,NA,,,,,,
7694,,NA,zspbk0013893,NA,nouvelle (la) philosophie refutee par elle-même,NA,NA,,,,,,
7695,,NA,zspbk0013894,NA,Histoire de Mahomet,NA,NA,,,,,,
7696,,NA,zspbk0013895,NA,"Traité de la paresse, ou, l'art de bien employer le temps",NA,NA,,,,,,
7697,,NA,zspbk0013896,NA,Sermons de Collet,NA,NA,,,,,,
7698,,NA,zspbk0013897,NA,"Journée de l'Amour, ou Heures de Cythère",NA,NA,,,,,,
7699,,NA,zspbk0013898,NA,Bibliothèque grammaticale abregée,NA,NA,,,,,,
7700,,NA,zspbk0013899,NA,Manuel de phisique,NA,NA,,,,,,
7701,,NA,zspbk0013900,NA,Maniere de cultiver la vigne,NA,NA,,,,,,
7702,,NA,zspbk0013901,NA,"héros (les) français, ou, le siége de Saint-Jean-de-Lone",NA,NA,,,,,,
7703,,NA,zspbk0013902,NA,Sermons de Girardeau,NA,NA,,,,,,
7704,,NA,zspbk0013903,NA,Code (le) du citoyen,NA,NA,,,,,,
7705,,NA,zspbk0013904,NA,Education (l') de l'amour,NA,NA,,,,,,
7706,,NA,zspbk0013905,NA,Ecole (l') des maris,NA,NA,,,,,,
7707,,NA,zspbk0013906,NA,"jeune fille (la) se?duite, et Le courtisan ermite",NA,NA,,,,,,
183,0.2829182,NA,zspbk0013907,NA,Proverbes dramatiques,NA,NA,b'',b'zspbk0010699',b'',b'Proverbes dramatiques',b'',b''
7708,,NA,zspbk0013908,NA,[Legnard],NA,NA,,,,,,
7709,,NA,zspbk0013909,NA,[Hamilton],NA,NA,,,,,,
7710,,NA,zspbk0013910,NA,Lettres et Romans de Boursault,NA,NA,,,,,,
7711,,NA,zspbk0013911,NA,Mémoires Du Marquis De Solanges,NA,NA,,,,,,
7712,,NA,zspbk0013912,NA,Gazette des tribunaux,NA,NA,,,,,,
7713,,NA,zspbk0013913,NA,[Variétés litteraires],NA,NA,,,,,,
7714,,NA,zspbk0013914,NA,Histoire de la ville de La Rochelle et du pays d'Aulnis,NA,NA,,,,,,
7715,,NA,zspbk0013915,NA,Oeuvres de la farre,NA,NA,,,,,,
7716,,NA,zspbk0013916,NA,Poesies de Desmarest,NA,NA,,,,,,
7717,,NA,zspbk0013917,NA,Vie (la) de la duchesse de la Valiere,NA,NA,,,,,,
7718,,NA,zspbk0013918,NA,Fables et contes de Rivery,NA,NA,,,,,,
7719,,NA,zspbk0013919,NA,"Gou?t (le) de bien des gens, ou Recueil de contes moraux",NA,NA,,,,,,
7720,,NA,zspbk0013920,NA,pavillon (le),NA,NA,,,,,,
7721,,NA,zspbk0013921,NA,Traité de la Goute,NA,NA,,,,,,
7722,,NA,zspbk0013922,NA,Méthode du Mason,NA,NA,,,,,,
7723,,NA,zspbk0013923,NA,Morale d'Epictete,NA,NA,,,,,,
7724,,NA,zspbk0013924,NA,Peinture des moeurs du siecle,NA,NA,,,,,,
7725,,NA,zspbk0013925,NA,Navigation des Anciens,NA,NA,,,,,,
7726,,NA,zspbk0013926,NA,Destouches [unidentified work],NA,NA,,,,,,
7727,,NA,zspbk0013927,NA,Mesanguy [unidentified work],NA,NA,,,,,,
7728,,NA,zspbk0013928,NA,Triomphe de l'amour,NA,NA,,,,,,
7729,,NA,zspbk0013929,NA,Nature du tonnerre,NA,NA,,,,,,
7730,,NA,zspbk0013930,NA,Histoire universelle depuis le commencement du monde,NA,NA,,,,,,
7731,,NA,zspbk0013931,NA,Supplement au dictionnaire historique,NA,NA,,,,,,
7732,,NA,zspbk0013932,NA,Traité des nerfs,NA,NA,,,,,,
7733,,NA,zspbk0013933,NA,Faux ami (le) drame,NA,NA,,,,,,
7734,,NA,zspbk0013934,NA,"Sens (les), poeme en cinq parties",NA,NA,,,,,,
7735,,NA,zspbk0013935,NA,Théatre de campagne,NA,NA,,,,,,
7736,,NA,zspbk0013936,NA,Nouveaux Voyages aux Indes Occidentales,NA,NA,,,,,,
7737,,NA,zspbk0013937,NA,Les promenades de M. Frankly : publiées par sa soeur,NA,NA,,,,,,
7738,,NA,zspbk0013938,NA,"The?atre Du Prince Cle?nersow, Russe",NA,NA,,,,,,
7739,,NA,zspbk0013939,NA,Oeuvres de Romagnesy,NA,NA,,,,,,
7740,,NA,zspbk0013940,NA,Oeuvres de la Louquetiere,NA,NA,,,,,,
7741,,NA,zspbk0013941,NA,Oeuvres de Marin,NA,NA,,,,,,
7742,,NA,zspbk0013942,NA,Oeuvres de [Lunsoy],NA,NA,,,,,,
7743,,NA,zspbk0013943,NA,Systeme de philosophie,NA,NA,,,,,,
7744,,NA,zspbk0013944,NA,Amours (les) vertueux,NA,NA,,,,,,
7745,,NA,zspbk0013945,NA,"Bienfaits (les) du sommeil, ou les Quatre re?ves accomplis",NA,NA,,,,,,
7746,,NA,zspbk0013946,NA,Des causes et de remèdes de l'amour considéré comme maladie,NA,NA,,,,,,
7747,,NA,zspbk0013947,NA,"Dictionnaire analytique, historique, etymologique, critique et interpre?tatif de la coutume de Normandie",NA,NA,,,,,,
7748,,NA,zspbk0013948,NA,"Chefs-d'Oeuvres dramatiques de Marmontel, ou recueil des meilleures pièces du théatre françois",NA,NA,,,,,,
7749,,NA,zspbk0013949,NA,Comédies de Marmontel,NA,NA,,,,,,
7750,,NA,zspbk0013950,NA,"Code de Médécine militaire, pour le service de Terre",NA,NA,,,,,,
7751,,NA,zspbk0013951,NA,Époques élémentaires principales d'histoire universelle suivant la Chronologie vulgaire,NA,NA,,,,,,
7752,,NA,zspbk0013952,NA,"Dictionnaire classique de géographie ancienne pour l'intelligence des auteurs anciens, servant d'introduction à celui de la géographie moderne de Laurent Echard",NA,NA,,,,,,
7753,,NA,zspbk0013953,NA,"Petit dictionnaire (le) du tems, pour l'intelligence des nouvelles de la guerre",NA,NA,,,,,,
7754,,NA,zspbk0013954,NA,Droit Commun de la France,NA,NA,,,,,,
7755,,NA,zspbk0013955,NA,Droits des trois puissances allie?es sur plusieurs provinces de la re?publique de Pologne,NA,NA,,,,,,
7756,,NA,zspbk0013956,NA,"Essai sur l'art de la teinture, et sur les moyens de la perfectionner",NA,NA,,,,,,
7757,,NA,zspbk0013957,NA,Essai sur l'amitié patriotique,NA,NA,,,,,,
7758,,NA,zspbk0013958,NA,Epoques les plus interessantes de l'histoire de France,NA,NA,,,,,,
7759,,NA,zspbk0013959,NA,"Les erreurs de l'amour propre, ou Mémoires de Mylord D****",NA,NA,,,,,,
7760,,NA,zspbk0013960,NA,Guide ou manuel dans le traitement des maladies les plus graves et les plus fre?quentes,NA,NA,,,,,,
215,0.2829182,NA,zspbk0013961,NA,Nouvelles françoises,NA,NA,b'',b'zspbk0012551',b'',b'Nouvelles fran\xc3\xa7oises',b'',b''
7761,,NA,zspbk0013962,NA,Histoire de l'élecricité,NA,NA,,,,,,
7762,,NA,zspbk0013963,NA,Impostures de l'histoire par le Père Griffet,NA,NA,,,,,,
7763,,NA,zspbk0013964,NA,Institutions Geographiques,NA,NA,,,,,,
7764,,NA,zspbk0013965,NA,Histoire General d'Allemagne par M. de Marigny,NA,NA,,,,,,
7765,,NA,zspbk0013966,NA,Oeuvres de Palissot,NA,NA,,,,,,
7766,,NA,zspbk0013967,NA,"Lettres provinciales, ou Examen impartial de l'origine, de la constitution, et des révolutions de la monarchie franc?oise",NA,NA,,,,,,
7767,,NA,zspbk0013968,NA,Louiseide ou le heros chretien,NA,NA,,,,,,
7768,,NA,zspbk0013969,NA,Melanges de litterature d'un Centenaire,NA,NA,,,,,,
7769,,NA,zspbk0013970,NA,Memoires sur différentes parties des sciences et arts,NA,NA,,,,,,
7770,,NA,zspbk0013971,NA,Métamorphoses (les) de la religieuse,NA,NA,,,,,,
7771,,NA,zspbk0013972,NA,Nouvelles Espagnoles,NA,NA,,,,,,
7772,,NA,zspbk0013973,NA,Portefeuille amusant,NA,NA,,,,,,
7773,,NA,zspbk0013974,NA,Principes elementaires de la tactique,NA,NA,,,,,,
7774,,NA,zspbk0013975,NA,"Soupirs (les) du Cloitre, ou, Le triomphe du fanatisme",NA,NA,,,,,,
7775,,NA,zspbk0013976,NA,Traite? sur les coutumes anglo-normandes,NA,NA,,,,,,
7776,,NA,zspbk0013977,NA,Suplément au manuel de l'arpenteur,NA,NA,,,,,,
7777,,NA,zspbk0013978,NA,"Vrais (les) principes de la lecture, de l'orthographe et de la prononciation franc?aises de feu Viard, revus et augmente?s par M. Luneau de Boisjermain",NA,NA,,,,,,
7778,,NA,zspbk0013979,NA,Traité des substances alchymiques avec un dictionnaire des termes d'alchymie [manuscrit],NA,NA,,,,,,
7779,,NA,zspbk0013980,NA,Histoire de la ville de Toulouse,NA,NA,,,,,,
234,0.2829182,NA,zspbk0013981,NA,Panégyrique de Saint Louis,NA,NA,b'',b'zspbk0013575',b'',b'Pan\xc3\xa9gyrique de Saint Louis',b'',b''
7780,,NA,zspbk0013982,NA,Vie des pères,NA,NA,,,,,,
7781,,NA,zspbk0013983,NA,Bibliothèque générale des écrivains de l'Ordre de Saint Benoit,NA,NA,,,,,,
7782,,NA,zspbk0013984,NA,Paroles tirées du Nouveau Testament,NA,NA,,,,,,
7783,,NA,zspbk0013985,NA,Prieres du Matin et du Soir,NA,NA,,,,,,
233,0.25150964,NA,zspbk0013986,NA,Eloge du Maréchal de Catinat,NA,NA,b'',b'zspbk0013571',b'',b'Eloge du Mar\xc3\xa9chal de Catinant',b'',b''
7784,,NA,zspbk0013987,NA,Pensées sur la religion et l'eglise,NA,NA,,,,,,
7785,,NA,zspbk0013988,NA,Entretiens Catholiques,NA,NA,,,,,,
7786,,NA,zspbk0013989,NA,Plan de la religion,NA,NA,,,,,,
7787,,NA,zspbk0013990,NA,Négociations à la cour de Rome,NA,NA,,,,,,
7788,,NA,zspbk0013991,NA,Memoire de la couronne de France,NA,NA,,,,,,
7789,,NA,zspbk0013992,NA,Avis Sur Les Bre?viaires,NA,NA,,,,,,
7790,,NA,zspbk0013993,NA,Instructions pour les seigneurs et leurs gens d'affaires,NA,NA,,,,,,
7791,,NA,zspbk0013994,NA,Histoire de Louis XII,NA,NA,,,,,,
7792,,NA,zspbk0013995,NA,Education de la noblesse,NA,NA,,,,,,
7793,,NA,zspbk0013996,NA,Office de l'Octave du Saint Sacrement,NA,NA,,,,,,
7794,,NA,zspbk0013997,NA,Lettre sur l'électricité médicale,NA,NA,,,,,,
7795,,NA,zspbk0013998,NA,Office de S Clement,NA,NA,,,,,,
7796,,NA,zspbk0013999,NA,Idées de Fêtes à executer pour les mariages des des Enfants de France,NA,NA,,,,,,
7797,,NA,zspbk0014000,NA,Conferences ecclesiastiques du Diocese de Lodeve,NA,NA,,,,,,
7798,,NA,zspbk0014001,NA,"Oraison fune?bre de tre?s-haute et tre?s-puissante dame, Reine de Madaillan de Lesparre, marquise de Lassai",NA,NA,,,,,,
7799,,NA,zspbk0014002,NA,Traite? du retrait fe?odal et du retrait lignager,NA,NA,,,,,,
196,0.2829182,NA,zspbk0014003,NA,[Paroissien],NA,NA,b'',b'zspbk0011520',b'',b'[Paroissien]',b'',b''
7800,,NA,zspbk0014004,NA,Liste des Libraires,NA,NA,,,,,,
7801,,NA,zspbk0014005,NA,[Pasques],NA,NA,,,,,,
7802,,NA,zspbk0014006,NA,Heures des Principales fêtes,NA,NA,,,,,,
7803,,NA,zspbk0014007,NA,Careme chretien,NA,NA,,,,,,
7804,,NA,zspbk0014008,NA,"Exhortations aux malades, par Campinas",NA,NA,,,,,,
7805,,NA,zspbk0014009,NA,Livres de la doctrine de Saint Augustin,NA,NA,,,,,,
7806,,NA,zspbk0014010,NA,Histoire de l'e?glise et des e?ve?ques-princes de Strasbourg,NA,NA,,,,,,
7807,,NA,zspbk0014011,NA,Retraite de quatre jours,NA,NA,,,,,,
7808,,NA,zspbk0014012,NA,Justification de la morale du P. Quesne,NA,NA,,,,,,
7809,,NA,zspbk0014013,NA,Analyse des Conciles,NA,NA,,,,,,
7810,,NA,zspbk0014014,NA,Panégyrique de Saint Benoit,NA,NA,,,,,,
7811,,NA,zspbk0014015,NA,Description du cabinet de Monsieur Crozat,NA,NA,,,,,,
7812,,NA,zspbk0014016,NA,Vrai (le) tarif,NA,NA,,,,,,
7813,,NA,zspbk0014017,NA,Traite? des e?victions et de la garantie formelle,NA,NA,,,,,,
7814,,NA,zspbk0014018,NA,"Histoire des Druses, peuple du Liban, forme? par une colonie de franc?ois",NA,NA,,,,,,
7815,,NA,zspbk0014019,NA,Recueil des principales de?cisions sur les matie?res be?ne?ficiales,NA,NA,,,,,,
7816,,NA,zspbk0014020,NA,Pseaumes de la Penitence,NA,NA,,,,,,
7817,,NA,zspbk0014021,NA,"Anciennes relations des Indes et de la Chine, de deux Mahometans qui y alle?rent dans le 9e sie?cle",NA,NA,,,,,,
7818,,NA,zspbk0014022,NA,S. Augustin contre l'incre?dulite?,NA,NA,,,,,,
7819,,NA,zspbk0014023,NA,Manuel du Chretien,NA,NA,,,,,,
7820,,NA,zspbk0014024,NA,Traité de l'Ame des bêtes,NA,NA,,,,,,
7821,,NA,zspbk0014025,NA,Ambassades de Monsieur de la Boderie en Angleterre,NA,NA,,,,,,
7822,,NA,zspbk0014026,NA,Col de Villars [unidentified work],NA,NA,,,,,,
7823,,NA,zspbk0014027,NA,Livre d'après midy,NA,NA,,,,,,
7824,,NA,zspbk0014028,NA,Epistolier,NA,NA,,,,,,
7825,,NA,zspbk0014029,NA,Art de peindre à l'Esprit,NA,NA,,,,,,
7826,,NA,zspbk0014030,NA,Missel des morts,NA,NA,,,,,,
7827,,NA,zspbk0014031,NA,[heures],NA,NA,,,,,,
7828,,NA,zspbk0014032,NA,Breviaire de Blois,NA,NA,,,,,,
7829,,NA,zspbk0014033,NA,Office de Saint Severin,NA,NA,,,,,,
7830,,NA,zspbk0014034,NA,"Almanach de la vieillesse, ou Notice de tous ceux qui ont vécu cent ans et plus",NA,NA,,,,,,
7831,,NA,zspbk0014035,NA,Heures aux Paroissiens,NA,NA,,,,,,
7832,,NA,zspbk0014036,NA,Usages de Paris,NA,NA,,,,,,
7833,,NA,zspbk0014037,NA,Heures à l'usage de Rome et de Paris,NA,NA,,,,,,
7834,,NA,zspbk0014038,NA,Procession des Rogations,NA,NA,,,,,,
7835,,NA,zspbk0014039,NA,Traité contre l'amour des parures et le luxe des habits,NA,NA,,,,,,
7836,,NA,zspbk0014040,NA,Détail Des Succès De L'établissement Que La Ville De Paris A Fait En Faveur Des Personnes Noyées,NA,NA,,,,,,
7837,,NA,zspbk0014041,NA,Almanach Dauphin,NA,NA,,,,,,
7838,,NA,zspbk0014042,NA,Méthode nouvelle pour apprendre facilement le plain-chant,NA,NA,,,,,,
7839,,NA,zspbk0014043,NA,Sentimens de piété,NA,NA,,,,,,
7840,,NA,zspbk0014044,NA,Examen sur l'Essai de l'amenagement des forets de M. Pannelier d'Annel,NA,NA,,,,,,
7841,,NA,zspbk0014045,NA,Lamentations (les) de Jeremie,NA,NA,,,,,,
7842,,NA,zspbk0014046,NA,Dissertation sur le rappel des Juifs,NA,NA,,,,,,
7843,,NA,zspbk0014047,NA,Preces Matutinae,NA,NA,,,,,,
7844,,NA,zspbk0014048,NA,Manuel du pieux laïc,NA,NA,,,,,,
7845,,NA,zspbk0014049,NA,Précis historique de la vie de Jesus Christ,NA,NA,,,,,,
7846,,NA,zspbk0014050,NA,Histoire des opérations césariennes,NA,NA,,,,,,
7847,,NA,zspbk0014051,NA,De l'Esprit et de la Lettre,NA,NA,,,,,,
7848,,NA,zspbk0014052,NA,"Eloge de Louis Duret, médecin célèbre sur Charles IX et Henri II",NA,NA,,,,,,
7849,,NA,zspbk0014053,NA,"De la saisie des batimens neutres, ou du droit qu'ont les nations belligerantes d'arreter les navires des peuples amis",NA,NA,,,,,,
7850,,NA,zspbk0014054,NA,"Durée du jour et de la nuit, en deux tableaux",NA,NA,,,,,,
7851,,NA,zspbk0014055,NA,Dissertation sur l'Apocalypse,NA,NA,,,,,,
7852,,NA,zspbk0014056,NA,Messe Grecque en l'honneur de Saint Denys,NA,NA,,,,,,
7853,,NA,zspbk0014057,NA,Office de S. Germain,NA,NA,,,,,,
7854,,NA,zspbk0014058,NA,Propre de Saint Hilaire,NA,NA,,,,,,
7855,,NA,zspbk0014059,NA,Propre de Saint Landry,NA,NA,,,,,,
7856,,NA,zspbk0014060,NA,Propre de la Magdeleine de Treinel,NA,NA,,,,,,
7857,,NA,zspbk0014061,NA,Propre de Saint Martin,NA,NA,,,,,,
7858,,NA,zspbk0014062,NA,De l'état de l'agriculture chez les romains,NA,NA,,,,,,
7859,,NA,zspbk0014063,NA,Alphabet Latin-François,NA,NA,,,,,,
7860,,NA,zspbk0014064,NA,"Recueil de Canons de Prime, pour les neufs volumes du Missel",NA,NA,,,,,,
7861,,NA,zspbk0014065,NA,Intonations,NA,NA,,,,,,
7862,,NA,zspbk0014066,NA,Faux Bourdons à l'Usage de Paris,NA,NA,,,,,,
7863,,NA,zspbk0014067,NA,Messe des Morts,NA,NA,,,,,,
7864,,NA,zspbk0014068,NA,Prose Dies Ira,NA,NA,,,,,,
7865,,NA,zspbk0014069,NA,Office de Sainte Barbe,NA,NA,,,,,,
7866,,NA,zspbk0014070,NA,Office de S. Joseph,NA,NA,,,,,,
7867,,NA,zspbk0014071,NA,Lettres de M. Thomé sur les Doyens de l'Eglise de Meaux,NA,NA,,,,,,
7868,,NA,zspbk0014072,NA,Hymnaire,NA,NA,,,,,,
7869,,NA,zspbk0014073,NA,Cantus diversi,NA,NA,,,,,,
7870,,NA,zspbk0014074,NA,Offices notés,NA,NA,,,,,,
7871,,NA,zspbk0014075,NA,Messes et Légendes des SS. Nouveaux,NA,NA,,,,,,
7872,,NA,zspbk0014076,NA,Propre pour le Bréviaire,NA,NA,,,,,,
7873,,NA,zspbk0014077,NA,Propre du missel,NA,NA,,,,,,
7874,,NA,zspbk0014078,NA,Propre des Grands Augustins,NA,NA,,,,,,
7875,,NA,zspbk0014079,NA,Propre des Trinitaires,NA,NA,,,,,,
